station,valid,lon,lat,elevation,tmpf,drct,sped,mslp
W63,2025-09-30 11:35,-78.5601,36.5958,115.03,68.00,360.00,5.75,M
VBW,2025-09-30 11:35,-78.9603,38.3667,349.15,M,0.00,0.00,M
OMH,2025-09-30 11:35,-78.0456,38.2472,142.00,64.40,0.00,0.00,M
BCB,2025-09-30 11:35,-80.4078,37.2076,650.00,60.30,0.00,0.00,M
EMV,2025-09-30 11:35,-77.4827,36.6869,39.00,68.00,0.00,0.00,M
FKN,2025-09-30 11:35,-76.9038,36.6981,12.00,68.00,10.00,4.60,M
FYJ,2025-09-30 11:35,-76.7647,37.5211,7.00,67.50,M,M,M
AVC,2025-09-30 11:35,-78.0545,36.6883,135.00,68.00,360.00,6.90,M
JYO,2025-09-30 11:35,-77.5575,39.0780,119.00,64.40,360.00,3.45,M
LNP,2025-09-30 11:35,-82.5300,36.9875,817.00,59.00,0.00,0.00,M
HWY,2025-09-30 11:35,-77.7106,38.5863,102.00,65.70,0.00,0.00,M
MKJ,2025-09-30 11:35,-81.3499,36.8949,780.00,58.60,90.00,9.20,M
OKV,2025-09-30 11:35,-78.1444,39.1435,222.00,60.80,0.00,0.00,M
CJR,2025-09-30 11:35,-77.8589,38.5267,95.00,65.30,0.00,0.00,M
0VG,2025-09-30 11:35,-83.2178,36.6541,416.00,60.80,0.00,0.00,M
SHD,2025-09-30 11:35,-78.8964,38.2638,366.00,62.80,320.00,3.45,M
JGG,2025-09-30 11:35,-76.7161,37.2392,15.00,M,M,4.60,M
EZF,2025-09-30 11:35,-77.4494,38.2662,26.00,M,310.00,3.45,M
RMN,2025-09-30 11:35,-77.4555,38.3981,65.00,66.40,0.00,0.00,M
LKU,2025-09-30 11:35,-77.9700,38.0100,150.00,65.30,360.00,5.75,M
HSP,2025-09-30 11:35,-79.8339,37.9514,1156.00,57.40,70.00,4.60,M
MFV,2025-09-30 11:35,-75.7611,37.6469,15.00,65.30,30.00,4.60,M
VJI,2025-09-30 11:35,-82.0333,36.6871,631.00,62.60,60.00,9.20,M
FVX,2025-09-30 11:35,-78.4378,37.3575,125.00,68.40,0.00,0.00,M
XSA,2025-09-30 11:35,-76.8941,37.8596,41.10,67.60,0.00,0.00,M
JFZ,2025-09-30 11:35,-81.7983,37.0637,808.60,60.30,0.00,0.00,M
CPK,2025-09-30 11:35,-76.3207,36.6656,6.00,70.70,10.00,8.05,M
PTB,2025-09-30 11:35,-77.5074,37.1838,59.00,68.00,360.00,5.75,M
SFQ,2025-09-30 11:35,-76.6019,36.6823,22.00,71.40,M,M,M
PSK,2025-09-30 11:35,-80.6785,37.1373,642.00,59.00,0.00,0.00,M
HLX,2025-09-30 11:35,-80.8236,36.7661,834.00,57.20,40.00,4.60,M
LUA,2025-09-30 11:35,-78.5006,38.6671,275.00,64.40,0.00,0.00,M
W31,2025-09-30 11:35,-78.1850,36.9601,156.78,68.00,350.00,5.75,M
FRR,2025-09-30 11:35,-78.2535,38.9175,212.93,63.00,0.00,0.00,M
W78,2025-09-30 11:35,-78.8480,36.7100,115.14,65.70,0.00,0.00,M
W81,2025-09-30 11:35,-78.0983,37.1810,119.95,66.40,340.00,3.45,M
LVL,2025-09-30 11:35,-77.7943,36.7728,99.51,69.80,350.00,4.60,M
0V4,2025-09-30 11:35,-79.0164,37.1417,178.73,64.40,70.00,6.90,M
GVE,2025-09-30 11:35,-78.1658,38.1560,133.06,65.50,50.00,3.45,M
8W2,2025-09-30 11:35,-78.7081,38.6557,289.74,M,0.00,0.00,M
W13,2025-09-30 11:35,-78.9444,38.0769,430.88,62.00,0.00,0.00,M
W96,2025-09-30 11:35,-77.1255,37.5032,34.55,68.00,320.00,3.45,M
W75,2025-09-30 11:35,-76.4467,37.6024,10.81,68.50,10.00,5.75,M
CXE,2025-09-30 11:35,-78.5016,36.7883,148.68,66.20,0.00,0.00,M
7W4,2025-09-30 11:35,-77.7459,37.9658,104.05,66.60,0.00,0.00,M
PVG,2025-09-30 11:40,-76.4488,36.7801,7.00,71.60,M,3.45,M
ORF,2025-09-30 11:51,-76.1922,36.9033,9.00,72.00,40.00,13.80,1016.40
IAD,2025-09-30 11:52,-77.4473,38.9348,98.00,67.00,330.00,3.45,1019.60
DCA,2025-09-30 11:52,-77.0345,38.8472,20.00,70.00,30.00,6.90,1019.30
CHO,2025-09-30 11:53,-78.4529,38.1386,195.00,64.00,0.00,0.00,1019.70
DAN,2025-09-30 11:53,-79.3361,36.5729,174.00,64.00,30.00,6.90,1018.00
PVG,2025-09-30 11:53,-76.4488,36.7801,7.00,71.60,30.00,6.90,M
AKQ,2025-09-30 11:54,-77.0072,36.9839,64.00,69.00,M,M,1017.50
WAL,2025-09-30 11:54,-75.4631,37.9406,41.00,69.00,10.00,5.75,1017.60
LYH,2025-09-30 11:54,-79.2067,37.3208,286.00,63.00,350.00,5.75,1019.20
ROA,2025-09-30 11:54,-79.9737,37.3172,344.71,62.00,0.00,0.00,1020.60
PHF,2025-09-30 11:54,-76.4930,37.1319,13.00,70.00,20.00,5.75,1017.10
OFP,2025-09-30 11:54,-77.4366,37.7089,63.00,68.00,360.00,4.60,1019.10
RIC,2025-09-30 11:54,-77.3234,37.5115,54.00,69.00,360.00,8.05,1018.70
MTV,2025-09-30 11:55,-80.0133,36.6272,287.00,60.40,360.00,5.75,M
W63,2025-09-30 11:55,-78.5601,36.5958,115.03,68.00,350.00,3.45,M
VBW,2025-09-30 11:55,-78.9603,38.3667,349.15,M,0.00,0.00,M
DAA,2025-09-30 11:55,-77.1810,38.7150,21.00,67.60,0.00,0.00,1018.80
OMH,2025-09-30 11:55,-78.0456,38.2472,142.00,64.40,0.00,0.00,M
BCB,2025-09-30 11:55,-80.4078,37.2076,650.00,60.80,0.00,0.00,M
EMV,2025-09-30 11:55,-77.4827,36.6869,39.00,68.00,0.00,0.00,M
FKN,2025-09-30 11:55,-76.9038,36.6981,12.00,68.40,360.00,5.75,M
FYJ,2025-09-30 11:55,-76.7647,37.5211,7.00,67.50,M,M,M
AVC,2025-09-30 11:55,-78.0545,36.6883,135.00,68.00,360.00,6.90,M
JYO,2025-09-30 11:55,-77.5575,39.0780,119.00,66.20,20.00,5.75,M
LNP,2025-09-30 11:55,-82.5300,36.9875,817.00,60.80,50.00,3.45,M
HWY,2025-09-30 11:55,-77.7106,38.5863,102.00,65.70,0.00,0.00,M
MKJ,2025-09-30 11:55,-81.3499,36.8949,780.00,58.50,80.00,9.20,M
OKV,2025-09-30 11:55,-78.1444,39.1435,222.00,60.80,0.00,0.00,M
CJR,2025-09-30 11:55,-77.8589,38.5267,95.00,66.00,0.00,0.00,M
0VG,2025-09-30 11:55,-83.2178,36.6541,416.00,60.80,0.00,0.00,M
SHD,2025-09-30 11:55,-78.8964,38.2638,366.00,63.00,0.00,0.00,M
JGG,2025-09-30 11:55,-76.7161,37.2392,15.00,M,M,5.75,M
EZF,2025-09-30 11:55,-77.4494,38.2662,26.00,M,330.00,4.60,M
LFI,2025-09-30 11:55,-76.3605,37.0828,3.00,72.70,40.00,11.50,1017.20
RMN,2025-09-30 11:55,-77.4555,38.3981,65.00,66.60,0.00,0.00,M
LKU,2025-09-30 11:55,-77.9700,38.0100,150.00,65.30,10.00,4.60,M
HSP,2025-09-30 11:55,-79.8339,37.9514,1156.00,57.60,70.00,4.60,M
MFV,2025-09-30 11:55,-75.7611,37.6469,15.00,65.30,50.00,5.75,M
VJI,2025-09-30 11:55,-82.0333,36.6871,631.00,62.60,50.00,6.90,M
FAF,2025-09-30 11:55,-76.6088,37.1325,4.00,70.00,20.00,5.75,1016.60
FVX,2025-09-30 11:55,-78.4378,37.3575,125.00,68.40,20.00,3.45,M
XSA,2025-09-30 11:55,-76.8941,37.8596,41.10,68.00,0.00,0.00,M
JFZ,2025-09-30 11:55,-81.7983,37.0637,808.60,60.30,0.00,0.00,M
CPK,2025-09-30 11:55,-76.3207,36.6656,6.00,70.70,10.00,6.90,M
PTB,2025-09-30 11:55,-77.5074,37.1838,59.00,68.40,360.00,4.60,M
SFQ,2025-09-30 11:55,-76.6019,36.6823,22.00,71.60,M,M,M
PSK,2025-09-30 11:55,-80.6785,37.1373,642.00,59.00,0.00,0.00,M
HLX,2025-09-30 11:55,-80.8236,36.7661,834.00,57.20,10.00,5.75,M
PVG,2025-09-30 11:55,-76.4488,36.7801,7.00,71.60,20.00,6.90,1030.00
LUA,2025-09-30 11:55,-78.5006,38.6671,275.00,64.40,120.00,3.45,M
W31,2025-09-30 11:55,-78.1850,36.9601,156.78,68.00,360.00,4.60,M
FRR,2025-09-30 11:55,-78.2535,38.9175,212.93,63.00,0.00,0.00,M
W78,2025-09-30 11:55,-78.8480,36.7100,115.14,65.50,360.00,3.45,M
BKT,2025-09-30 11:55,-77.9575,37.0742,125.72,68.40,10.00,8.05,1018.30
W81,2025-09-30 11:55,-78.0983,37.1810,119.95,66.40,0.00,0.00,M
LVL,2025-09-30 11:55,-77.7943,36.7728,99.51,69.80,0.00,0.00,M
0V4,2025-09-30 11:55,-79.0164,37.1417,178.73,64.40,70.00,6.90,M
GVE,2025-09-30 11:55,-78.1658,38.1560,133.06,65.70,0.00,0.00,M
8W2,2025-09-30 11:55,-78.7081,38.6557,289.74,M,0.00,0.00,M
W13,2025-09-30 11:55,-78.9444,38.0769,430.88,62.00,0.00,0.00,M
W96,2025-09-30 11:55,-77.1255,37.5032,34.55,68.00,350.00,3.45,M
W75,2025-09-30 11:55,-76.4467,37.6024,10.81,69.00,360.00,4.60,M
CXE,2025-09-30 11:55,-78.5016,36.7883,148.68,66.20,350.00,3.45,M
NYG,2025-09-30 11:56,-77.3053,38.5017,4.00,68.00,340.00,3.45,1019.80
NTU,2025-09-30 11:56,-76.0335,36.8207,7.00,72.00,40.00,13.80,1016.20
HEF,2025-09-30 11:56,-77.5154,38.7214,59.00,66.00,0.00,0.00,1020.40
PVG,2025-09-30 11:56,-76.4488,36.7801,7.00,71.00,40.00,6.90,1017.00
FCI,2025-09-30 11:56,-77.5248,37.4064,72.00,69.00,M,4.60,1019.70
NFE,2025-09-30 11:58,-76.1356,36.6950,5.00,71.00,20.00,9.20,1016.40
NGU,2025-09-30 11:59,-76.2893,36.9375,5.00,72.00,40.00,12.65,1017.20
AKQ,2025-09-30 12:06,-77.0072,36.9839,64.00,69.00,0.00,0.00,M
PHF,2025-09-30 12:07,-76.4930,37.1319,13.00,70.00,20.00,3.45,M
MTV,2025-09-30 12:15,-80.0133,36.6272,287.00,60.40,350.00,5.75,M
W63,2025-09-30 12:15,-78.5601,36.5958,115.03,68.00,350.00,4.60,M
VBW,2025-09-30 12:15,-78.9603,38.3667,349.15,M,0.00,0.00,M
OMH,2025-09-30 12:15,-78.0456,38.2472,142.00,64.40,0.00,0.00,M
BCB,2025-09-30 12:15,-80.4078,37.2076,650.00,60.40,0.00,0.00,M
EMV,2025-09-30 12:15,-77.4827,36.6869,39.00,68.00,340.00,9.20,M
FKN,2025-09-30 12:15,-76.9038,36.6981,12.00,68.70,360.00,5.75,M
FYJ,2025-09-30 12:15,-76.7647,37.5211,7.00,67.60,M,M,M
AVC,2025-09-30 12:15,-78.0545,36.6883,135.00,68.40,360.00,6.90,M
JYO,2025-09-30 12:15,-77.5575,39.0780,119.00,66.20,20.00,3.45,M
LNP,2025-09-30 12:15,-82.5300,36.9875,817.00,60.80,0.00,0.00,M
HWY,2025-09-30 12:15,-77.7106,38.5863,102.00,66.00,0.00,0.00,M
MKJ,2025-09-30 12:15,-81.3499,36.8949,780.00,58.30,90.00,6.90,M
OKV,2025-09-30 12:15,-78.1444,39.1435,222.00,62.60,0.00,0.00,M
CJR,2025-09-30 12:15,-77.8589,38.5267,95.00,66.20,0.00,0.00,M
0VG,2025-09-30 12:15,-83.2178,36.6541,416.00,62.60,0.00,0.00,M
SHD,2025-09-30 12:15,-78.8964,38.2638,366.00,63.00,0.00,0.00,M
JGG,2025-09-30 12:15,-76.7161,37.2392,15.00,M,30.00,4.60,M
EZF,2025-09-30 12:15,-77.4494,38.2662,26.00,M,320.00,4.60,M
RMN,2025-09-30 12:15,-77.4555,38.3981,65.00,66.70,0.00,0.00,M
LKU,2025-09-30 12:15,-77.9700,38.0100,150.00,65.50,350.00,3.45,M
HSP,2025-09-30 12:15,-79.8339,37.9514,1156.00,57.70,80.00,4.60,M
MFV,2025-09-30 12:15,-75.7611,37.6469,15.00,66.00,40.00,5.75,M
VJI,2025-09-30 12:15,-82.0333,36.6871,631.00,62.60,60.00,8.05,M
FVX,2025-09-30 12:15,-78.4378,37.3575,125.00,68.70,30.00,3.45,M
XSA,2025-09-30 12:15,-76.8941,37.8596,41.10,68.00,350.00,3.45,M
JFZ,2025-09-30 12:15,-81.7983,37.0637,808.60,60.40,0.00,0.00,M
CPK,2025-09-30 12:15,-76.3207,36.6656,6.00,71.00,10.00,9.20,M
PTB,2025-09-30 12:15,-77.5074,37.1838,59.00,68.40,10.00,4.60,M
SFQ,2025-09-30 12:15,-76.6019,36.6823,22.00,72.00,M,M,M
PSK,2025-09-30 12:15,-80.6785,37.1373,642.00,59.40,0.00,0.00,M
HLX,2025-09-30 12:15,-80.8236,36.7661,834.00,55.40,360.00,3.45,M
LUA,2025-09-30 12:15,-78.5006,38.6671,275.00,64.40,0.00,0.00,M
W31,2025-09-30 12:15,-78.1850,36.9601,156.78,68.00,360.00,5.75,M
FRR,2025-09-30 12:15,-78.2535,38.9175,212.93,63.50,0.00,0.00,M
W78,2025-09-30 12:15,-78.8480,36.7100,115.14,65.50,360.00,3.45,M
W81,2025-09-30 12:15,-78.0983,37.1810,119.95,66.40,340.00,4.60,M
LVL,2025-09-30 12:15,-77.7943,36.7728,99.51,70.00,350.00,3.45,M
0V4,2025-09-30 12:15,-79.0164,37.1417,178.73,64.40,70.00,6.90,M
GVE,2025-09-30 12:15,-78.1658,38.1560,133.06,66.00,0.00,0.00,M
8W2,2025-09-30 12:15,-78.7081,38.6557,289.74,M,0.00,0.00,M
W13,2025-09-30 12:15,-78.9444,38.0769,430.88,62.20,0.00,0.00,M
W96,2025-09-30 12:15,-77.1255,37.5032,34.55,68.00,360.00,3.45,M
W75,2025-09-30 12:15,-76.4467,37.6024,10.81,69.00,10.00,5.75,M
CXE,2025-09-30 12:15,-78.5016,36.7883,148.68,66.20,360.00,3.45,M
7W4,2025-09-30 12:15,-77.7459,37.9658,104.05,67.00,0.00,0.00,M
ORF,2025-09-30 12:18,-76.1922,36.9033,9.00,72.00,20.00,10.35,M
PVG,2025-09-30 12:26,-76.4488,36.7801,7.00,71.60,M,4.60,M
MTV,2025-09-30 12:35,-80.0133,36.6272,287.00,60.80,350.00,6.90,M
W63,2025-09-30 12:35,-78.5601,36.5958,115.03,68.00,350.00,4.60,M
VBW,2025-09-30 12:35,-78.9603,38.3667,349.15,M,0.00,0.00,M
OMH,2025-09-30 12:35,-78.0456,38.2472,142.00,64.40,0.00,0.00,M
BCB,2025-09-30 12:35,-80.4078,37.2076,650.00,61.00,0.00,0.00,M
EMV,2025-09-30 12:35,-77.4827,36.6869,39.00,68.50,0.00,0.00,M
FKN,2025-09-30 12:35,-76.9038,36.6981,12.00,69.00,20.00,6.90,M
FYJ,2025-09-30 12:35,-76.7647,37.5211,7.00,68.00,M,M,M
AVC,2025-09-30 12:35,-78.0545,36.6883,135.00,68.70,360.00,10.35,M
JYO,2025-09-30 12:35,-77.5575,39.0780,119.00,64.40,0.00,0.00,M
LNP,2025-09-30 12:35,-82.5300,36.9875,817.00,60.80,0.00,0.00,M
HWY,2025-09-30 12:35,-77.7106,38.5863,102.00,66.20,0.00,0.00,M
MKJ,2025-09-30 12:35,-81.3499,36.8949,780.00,58.00,80.00,8.05,M
OKV,2025-09-30 12:35,-78.1444,39.1435,222.00,62.60,0.00,0.00,M
CJR,2025-09-30 12:35,-77.8589,38.5267,95.00,67.00,340.00,3.45,M
0VG,2025-09-30 12:35,-83.2178,36.6541,416.00,64.40,0.00,0.00,M
SHD,2025-09-30 12:35,-78.8964,38.2638,366.00,63.00,0.00,0.00,M
JGG,2025-09-30 12:35,-76.7161,37.2392,15.00,M,20.00,4.60,M
EZF,2025-09-30 12:35,-77.4494,38.2662,26.00,M,0.00,0.00,M
RMN,2025-09-30 12:35,-77.4555,38.3981,65.00,67.50,360.00,3.45,M
LKU,2025-09-30 12:35,-77.9700,38.0100,150.00,65.50,330.00,4.60,M
HSP,2025-09-30 12:35,-79.8339,37.9514,1156.00,57.70,70.00,3.45,M
MFV,2025-09-30 12:35,-75.7611,37.6469,15.00,66.40,30.00,5.75,M
VJI,2025-09-30 12:35,-82.0333,36.6871,631.00,62.60,60.00,9.20,M
FVX,2025-09-30 12:35,-78.4378,37.3575,125.00,68.70,30.00,3.45,M
XSA,2025-09-30 12:35,-76.8941,37.8596,41.10,68.50,0.00,0.00,M
JFZ,2025-09-30 12:35,-81.7983,37.0637,808.60,60.40,50.00,3.45,M
CPK,2025-09-30 12:35,-76.3207,36.6656,6.00,71.20,10.00,8.05,M
PTB,2025-09-30 12:35,-77.5074,37.1838,59.00,68.70,10.00,5.75,M
SFQ,2025-09-30 12:35,-76.6019,36.6823,22.00,72.50,M,M,M
PSK,2025-09-30 12:35,-80.6785,37.1373,642.00,59.50,0.00,0.00,M
HLX,2025-09-30 12:35,-80.8236,36.7661,834.00,55.40,20.00,4.60,M
LUA,2025-09-30 12:35,-78.5006,38.6671,275.00,64.40,310.00,4.60,M
W31,2025-09-30 12:35,-78.1850,36.9601,156.78,68.00,360.00,4.60,M
FRR,2025-09-30 12:35,-78.2535,38.9175,212.93,64.00,0.00,0.00,M
W78,2025-09-30 12:35,-78.8480,36.7100,115.14,65.50,10.00,3.45,M
W81,2025-09-30 12:35,-78.0983,37.1810,119.95,66.40,340.00,4.60,M
LVL,2025-09-30 12:35,-77.7943,36.7728,99.51,70.00,350.00,3.45,M
0V4,2025-09-30 12:35,-79.0164,37.1417,178.73,64.40,80.00,8.05,M
GVE,2025-09-30 12:35,-78.1658,38.1560,133.06,65.70,0.00,0.00,M
8W2,2025-09-30 12:35,-78.7081,38.6557,289.74,M,0.00,0.00,M
W13,2025-09-30 12:35,-78.9444,38.0769,430.88,62.60,0.00,0.00,M
W96,2025-09-30 12:35,-77.1255,37.5032,34.55,68.00,360.00,4.60,M
W75,2025-09-30 12:35,-76.4467,37.6024,10.81,69.00,10.00,9.20,M
CXE,2025-09-30 12:35,-78.5016,36.7883,148.68,66.20,350.00,5.75,M
AKQ,2025-09-30 12:41,-77.0072,36.9839,64.00,69.00,0.00,0.00,M
ORF,2025-09-30 12:51,-76.1922,36.9033,9.00,72.00,20.00,12.65,1016.70
IAD,2025-09-30 12:52,-77.4473,38.9348,98.00,68.00,340.00,4.60,1020.20
DCA,2025-09-30 12:52,-77.0345,38.8472,20.00,70.00,30.00,6.90,1019.80
CHO,2025-09-30 12:53,-78.4529,38.1386,195.00,65.00,0.00,0.00,1019.80
DAN,2025-09-30 12:53,-79.3361,36.5729,174.00,64.00,30.00,4.60,1018.00
AKQ,2025-09-30 12:54,-77.0072,36.9839,64.00,70.00,M,4.60,1017.60
RIC,2025-09-30 12:54,-77.3234,37.5115,54.00,69.00,10.00,9.20,1018.80
WAL,2025-09-30 12:54,-75.4631,37.9406,41.00,70.00,20.00,10.35,1017.60
LYH,2025-09-30 12:54,-79.2067,37.3208,286.00,64.00,10.00,5.75,1019.40
ROA,2025-09-30 12:54,-79.9737,37.3172,344.71,63.00,0.00,0.00,1020.60
PHF,2025-09-30 12:54,-76.4930,37.1319,13.00,71.00,360.00,3.45,1017.40
OFP,2025-09-30 12:54,-77.4366,37.7089,63.00,68.00,0.00,0.00,1019.40
MTV,2025-09-30 12:55,-80.0133,36.6272,287.00,60.80,340.00,4.60,M
W63,2025-09-30 12:55,-78.5601,36.5958,115.03,68.00,360.00,6.90,M
VBW,2025-09-30 12:55,-78.9603,38.3667,349.15,M,0.00,0.00,M
DAA,2025-09-30 12:55,-77.1810,38.7150,21.00,69.00,310.00,3.45,1019.20
OMH,2025-09-30 12:55,-78.0456,38.2472,142.00,64.40,0.00,0.00,M
BCB,2025-09-30 12:55,-80.4078,37.2076,650.00,61.70,0.00,0.00,M
EMV,2025-09-30 12:55,-77.4827,36.6869,39.00,69.00,0.00,0.00,M
FKN,2025-09-30 12:55,-76.9038,36.6981,12.00,69.30,360.00,9.20,M
FYJ,2025-09-30 12:55,-76.7647,37.5211,7.00,68.40,M,M,M
AVC,2025-09-30 12:55,-78.0545,36.6883,135.00,69.00,10.00,9.20,M
JYO,2025-09-30 12:55,-77.5575,39.0780,119.00,66.20,0.00,0.00,M
LNP,2025-09-30 12:55,-82.5300,36.9875,817.00,62.60,80.00,4.60,M
HWY,2025-09-30 12:55,-77.7106,38.5863,102.00,66.70,0.00,0.00,M
MKJ,2025-09-30 12:55,-81.3499,36.8949,780.00,58.00,90.00,5.75,M
OKV,2025-09-30 12:55,-78.1444,39.1435,222.00,62.60,0.00,0.00,M
CJR,2025-09-30 12:55,-77.8589,38.5267,95.00,67.30,0.00,0.00,M
0VG,2025-09-30 12:55,-83.2178,36.6541,416.00,66.20,0.00,0.00,M
SHD,2025-09-30 12:55,-78.8964,38.2638,366.00,63.00,0.00,0.00,M
JGG,2025-09-30 12:55,-76.7161,37.2392,15.00,M,M,5.75,M
EZF,2025-09-30 12:55,-77.4494,38.2662,26.00,68.00,0.00,0.00,M
LFI,2025-09-30 12:55,-76.3605,37.0828,3.00,73.00,50.00,8.05,1017.50
RMN,2025-09-30 12:55,-77.4555,38.3981,65.00,67.60,360.00,3.45,M
LKU,2025-09-30 12:55,-77.9700,38.0100,150.00,65.70,340.00,4.60,M
HSP,2025-09-30 12:55,-79.8339,37.9514,1156.00,59.00,0.00,0.00,M
MFV,2025-09-30 12:55,-75.7611,37.6469,15.00,67.00,20.00,6.90,M
VJI,2025-09-30 12:55,-82.0333,36.6871,631.00,64.40,60.00,10.35,M
FAF,2025-09-30 12:55,-76.6088,37.1325,4.00,71.00,20.00,5.75,1016.60
FVX,2025-09-30 12:55,-78.4378,37.3575,125.00,68.50,20.00,4.60,M
XSA,2025-09-30 12:55,-76.8941,37.8596,41.10,69.00,0.00,0.00,M
JFZ,2025-09-30 12:55,-81.7983,37.0637,808.60,61.00,50.00,4.60,M
CPK,2025-09-30 12:55,-76.3207,36.6656,6.00,71.60,20.00,6.90,M
PTB,2025-09-30 12:55,-77.5074,37.1838,59.00,69.00,10.00,4.60,M
SFQ,2025-09-30 12:55,-76.6019,36.6823,22.00,72.70,M,M,M
PSK,2025-09-30 12:55,-80.6785,37.1373,642.00,60.00,0.00,0.00,M
HLX,2025-09-30 12:55,-80.8236,36.7661,834.00,55.40,30.00,4.60,M
PVG,2025-09-30 12:55,-76.4488,36.7801,7.00,71.60,30.00,8.05,1030.00
LUA,2025-09-30 12:55,-78.5006,38.6671,275.00,64.40,0.00,0.00,M
W31,2025-09-30 12:55,-78.1850,36.9601,156.78,68.40,360.00,5.75,M
FRR,2025-09-30 12:55,-78.2535,38.9175,212.93,64.20,0.00,0.00,M
W78,2025-09-30 12:55,-78.8480,36.7100,115.14,65.50,10.00,4.60,M
W81,2025-09-30 12:55,-78.0983,37.1810,119.95,66.40,350.00,4.60,M
LVL,2025-09-30 12:55,-77.7943,36.7728,99.51,70.30,340.00,4.60,M
0V4,2025-09-30 12:55,-79.0164,37.1417,178.73,64.40,70.00,9.20,M
GVE,2025-09-30 12:55,-78.1658,38.1560,133.06,66.20,0.00,0.00,M
8W2,2025-09-30 12:55,-78.7081,38.6557,289.74,M,0.00,0.00,M
W13,2025-09-30 12:55,-78.9444,38.0769,430.88,62.80,0.00,0.00,M
W96,2025-09-30 12:55,-77.1255,37.5032,34.55,68.00,350.00,3.45,M
W75,2025-09-30 12:55,-76.4467,37.6024,10.81,69.40,10.00,10.35,M
CXE,2025-09-30 12:55,-78.5016,36.7883,148.68,66.20,360.00,8.05,M
NYG,2025-09-30 12:56,-77.3053,38.5017,4.00,68.00,330.00,4.60,1020.20
NTU,2025-09-30 12:56,-76.0335,36.8207,7.00,72.00,40.00,17.25,1016.40
HEF,2025-09-30 12:56,-77.5154,38.7214,59.00,68.00,360.00,5.75,1021.00
PVG,2025-09-30 12:56,-76.4488,36.7801,7.00,72.00,20.00,8.05,1017.00
FCI,2025-09-30 12:56,-77.5248,37.4064,72.00,69.00,10.00,4.60,1020.00
NFE,2025-09-30 12:58,-76.1356,36.6950,5.00,72.00,30.00,10.35,1016.60
NGU,2025-09-30 12:59,-76.2893,36.9375,5.00,72.00,30.00,9.20,1017.40
MTV,2025-09-30 13:15,-80.0133,36.6272,287.00,61.00,350.00,5.75,M
W63,2025-09-30 13:15,-78.5601,36.5958,115.03,68.00,360.00,8.05,M
VBW,2025-09-30 13:15,-78.9603,38.3667,349.15,M,0.00,0.00,M
OMH,2025-09-30 13:15,-78.0456,38.2472,142.00,64.40,0.00,0.00,M
BCB,2025-09-30 13:15,-80.4078,37.2076,650.00,61.70,0.00,0.00,M
EMV,2025-09-30 13:15,-77.4827,36.6869,39.00,69.00,350.00,6.90,M
FKN,2025-09-30 13:15,-76.9038,36.6981,12.00,69.80,20.00,8.05,M
AVC,2025-09-30 13:15,-78.0545,36.6883,135.00,69.00,10.00,8.05,M
JYO,2025-09-30 13:15,-77.5575,39.0780,119.00,66.20,0.00,0.00,M
LNP,2025-09-30 13:15,-82.5300,36.9875,817.00,64.40,90.00,3.45,M
HWY,2025-09-30 13:15,-77.7106,38.5863,102.00,67.50,0.00,0.00,M
MKJ,2025-09-30 13:15,-81.3499,36.8949,780.00,58.30,100.00,8.05,M
OKV,2025-09-30 13:15,-78.1444,39.1435,222.00,62.60,0.00,0.00,M
CJR,2025-09-30 13:15,-77.8589,38.5267,95.00,67.50,10.00,3.45,M
0VG,2025-09-30 13:15,-83.2178,36.6541,416.00,68.00,0.00,0.00,M
SHD,2025-09-30 13:15,-78.8964,38.2638,366.00,63.50,0.00,0.00,M
JGG,2025-09-30 13:15,-76.7161,37.2392,15.00,M,20.00,5.75,M
EZF,2025-09-30 13:15,-77.4494,38.2662,26.00,68.70,0.00,0.00,M
RMN,2025-09-30 13:15,-77.4555,38.3981,65.00,68.40,0.00,0.00,M
LKU,2025-09-30 13:15,-77.9700,38.0100,150.00,66.00,340.00,5.75,M
HSP,2025-09-30 13:15,-79.8339,37.9514,1156.00,60.00,0.00,0.00,M
ROA,2025-09-30 13:15,-79.9737,37.3172,344.71,64.00,0.00,0.00,M
MFV,2025-09-30 13:15,-75.7611,37.6469,15.00,67.50,20.00,8.05,M
VJI,2025-09-30 13:15,-82.0333,36.6871,631.00,64.40,70.00,13.80,M
FVX,2025-09-30 13:15,-78.4378,37.3575,125.00,68.70,20.00,5.75,M
XSA,2025-09-30 13:15,-76.8941,37.8596,41.10,69.30,360.00,5.75,M
JFZ,2025-09-30 13:15,-81.7983,37.0637,808.60,62.00,90.00,4.60,M
CPK,2025-09-30 13:15,-76.3207,36.6656,6.00,72.00,10.00,8.05,M
PTB,2025-09-30 13:15,-77.5074,37.1838,59.00,69.00,10.00,5.75,M
SFQ,2025-09-30 13:15,-76.6019,36.6823,22.00,73.00,M,M,M
PSK,2025-09-30 13:15,-80.6785,37.1373,642.00,60.00,0.00,0.00,M
HLX,2025-09-30 13:15,-80.8236,36.7661,834.00,57.20,0.00,0.00,M
LUA,2025-09-30 13:15,-78.5006,38.6671,275.00,64.40,0.00,0.00,M
W31,2025-09-30 13:15,-78.1850,36.9601,156.78,68.00,360.00,6.90,M
FRR,2025-09-30 13:15,-78.2535,38.9175,212.93,64.40,0.00,0.00,M
W78,2025-09-30 13:15,-78.8480,36.7100,115.14,65.70,10.00,5.75,M
